id,num_orders
1171237,601.43
1345370,593.86
1361205,601.43
1020415,593.7
1490702,593.05
1214923,591.95
1295739,131.75
1371494,112.32
1242910,172.87
1297462,122.75
1408420,122.05
1468795,127.96
1322980,101.19
1278810,127.96
1286425,163.92
1287421,163.92
1117909,451.21
1387886,427.5
1344564,419.64
1155339,429.72
1270105,419.64
1299390,423.69
1402691,395.79
1435663,443.76
1499834,440.35
1185266,434.42
1485491,414.64
1493366,394.79
1244054,371.53
1339975,410.63
1493137,435.77
1482630,403.89
1237519,391.45
1414111,386.92
1290325,396.95
1064432,397.54
1220040,203.1
1275484,198.31
1272211,201.03
1290617,200.55
1321339,203.65
1458201,198.24
1219875,199.13
1085852,194.52
1334748,198.31
1224780,199.86
1198616,299.19
1177611,320.18
1077911,321.99
1305831,299.53
1098936,326.18
1189364,299.53
1495457,319.61
1193672,342.12
1177716,302.41
1125817,317.72
1093651,539.99
1009004,532.95
1447838,532.95
1339194,549.27
1027184,539.99
1366421,548.71
1395557,484.21
1382148,531.32
1066186,539.99
1437787,545.9
1106809,1080.13
1318582,1402.29
1438968,1402.29
1361549,1063.44
1057783,1081.3
1004386,1082.01
1315211,1065.32
1428093,1402.29
1163409,1402.29
1040148,1402.29
1460445,421.35
1180058,404.91
1462684,399.35
1138520,403.02
1317061,404.91
1054840,380.03
1438974,416.0
1002774,381.4
1159437,396.55
1089638,383.01
1443523,322.04
1163835,327.66
1494285,346.2
1318970,332.61
1230640,345.46
1350989,345.21
1469698,354.78
1157662,344.65
1365942,326.92
1241167,343.59
1450701,444.85
1224760,444.33
1363494,444.85
1324577,449.11
1491314,449.11
1158272,449.11
1412751,449.11
1112151,449.11
1219827,1412.2
1187185,1412.6
1257724,676.17
1138065,650.54
1331635,664.4
1089050,652.69
1209677,679.17
1178390,664.81
1232486,676.17
1165663,679.17
1115081,652.69
1294491,653.1
1040703,736.78
1012461,797.09
1431639,736.78
1121810,736.78
1054385,728.4
1106975,762.49
1094087,714.65
1140825,736.78
1340524,728.4
1133545,736.78
1259591,2026.19
1327142,1915.16
1249310,2063.07
1337116,2026.19
1426288,2063.07
1178106,2026.19
1112605,1915.16
1297011,2026.19
1015985,2026.19
1413327,2026.19
1173972,1608.8
1350644,1605.41
1103990,1790.65
1093038,1774.98
1435909,1605.41
1158632,1790.65
1044666,1608.8
1022214,1948.01
1109852,1948.01
1103251,1821.98
1113951,181.63
1075058,182.52
1395991,174.99
1060374,186.51
1344988,170.11
1379139,136.86
1216578,169.78
1347909,181.48
1124487,183.46
1314422,186.27
1026962,319.56
1019750,354.99
1052756,327.31
1199363,341.41
1268913,321.76
1301467,323.21
1203194,354.99
1182935,343.72
1163522,288.14
1072037,311.16
1398096,102.77
1094768,102.26
1458256,102.77
1469568,119.35
1042422,102.26
1281477,105.48
1427545,100.04
1398303,104.75
1297500,104.51
1184259,110.45
1359066,1019.32
1328835,1019.32
1375031,1019.32
1180363,1019.32
1079995,1019.32
1468705,1019.32
1041884,1019.32
1161571,1019.32
1049477,1019.32
1363599,1019.32
1138175,585.37
1165312,610.46
1419232,599.55
1093243,586.71
1146579,599.55
1250371,594.42
1441494,604.54
1146752,583.76
1427935,586.71
1012377,594.42
1264350,1293.43
1169852,1293.43
1392031,1139.01
1140763,1139.01
1359423,1139.01
1145373,1139.01
1381586,1139.01
1486989,1137.39
1061075,1139.01
1018684,1139.01
1165135,255.61
1365978,194.08
1425692,174.93
1352787,204.26
1106798,177.79
1151845,256.74
1446773,181.3
1000259,182.83
1361688,161.84
1339452,199.56
1296483,282.79
1265643,279.34
1243332,276.92
1017985,276.92
1002910,258.53
1214298,266.49
1265634,261.23
1490788,258.93
1054015,250.72
1394286,250.72
1020966,293.24
1210680,322.08
1007010,309.21
1426974,324.25
1167015,327.15
1208134,297.58
1088146,340.45
1384893,309.49
1295493,164.35
1237768,300.83
1134786,1609.27
1052017,1609.27
1209585,1610.29
1115016,1602.75
1101235,1599.81
1448019,1399.6
1315737,1602.75
1039269,1602.75
1436545,1602.75
1445418,1607.47
1001412,464.92
1389027,488.36
1406711,492.68
1070287,470.56
1084653,490.13
1137633,478.17
1233884,482.21
1315294,498.88
1282318,463.26
1206406,481.78
1245457,617.8
1324576,695.04
1054723,616.86
1240913,696.8
1403942,685.46
1004923,695.04
1429694,616.86
1029910,685.46
1228946,616.86
1119476,616.86
1306935,1932.55
1349929,1955.66
1391689,1963.86
1350008,1932.55
1017175,1927.13
1230601,1927.13
1353563,1926.04
1460117,1931.46
1366885,1934.45
1096075,1934.45
1117594,709.38
1486028,720.26
1135738,705.96
1222614,648.67
1406377,737.3
1244061,648.67
1003197,737.3
1289790,737.3
1036601,737.3
1050954,709.38
1492614,202.0
1468175,199.17
1127745,212.6
1356109,200.01
1288414,203.88
1186700,201.33
1088403,191.11
1133590,225.42
1155657,223.58
1348738,195.67
1497813,442.94
1094690,470.86
1152196,442.94
1003610,439.61
1479704,326.42
1068127,892.24
1222762,809.54
1324076,330.2
1473003,891.28
1343036,828.9
1255407,449.04
1338733,469.7
1482136,406.38
1147855,446.96
1311799,353.42
1306558,389.99
1494027,472.75
1265348,629.27
1083041,623.16
1003331,469.7
1123214,1550.82
1038791,1533.15
1134852,1583.18
1403461,1550.82
1002912,1546.7
1089089,1515.99
1082554,1263.42
1353572,1263.42
1015394,1257.58
1320654,1257.58
1108704,477.74
1349640,486.2
1233603,485.65
1240827,491.77
1054033,488.25
1398644,490.25
1303762,489.77
1272724,487.7
1423160,486.2
1055961,486.2
1481640,397.19
1031471,391.75
1241213,401.48
1055152,399.2
1075123,401.48
1365959,400.96
1195304,391.74
1211091,391.74
1373638,693.05
1091949,694.15
1485637,358.88
1214130,315.1
1277790,314.38
1014247,339.03
1415059,293.56
1107132,293.56
1011846,315.1
1036998,324.03
1006386,313.25
1412745,329.63
1375145,1550.2
1354719,1550.2
1416624,1550.2
1162670,1550.2
1473999,1550.2
1415730,1550.2
1070101,1550.2
1149110,1550.2
1268657,1550.2
1125034,1550.2
1233869,511.04
1478615,503.36
1081273,513.3
1452584,511.04
1082717,511.04
1009386,1192.01
1251805,1120.46
1390565,511.04
1301315,508.99
1033019,503.37
1127204,83.63
1454285,88.03
1230213,79.16
1216199,79.16
1338024,80.93
1316220,79.16
1261077,83.65
1499021,80.93
1384202,82.18
1327954,79.16
1139730,609.99
1301842,697.25
1251244,531.58
1183358,659.6
1059732,674.83
1151274,531.58
1072415,730.15
1469941,674.83
1288037,753.45
1325139,738.45
1101375,783.52
1398435,787.17
1353965,785.27
1183936,795.66
1311911,802.7
1062494,783.52
1410039,809.44
1187463,809.44
1082477,809.44
1345516,795.66
1022008,477.53
1438700,488.6
1314739,488.58
1316314,471.36
1050661,488.6
1317396,471.36
1179891,483.87
1035233,471.36
1011404,497.06
1306324,492.35
1473058,374.13
1463455,371.8
1248427,380.92
1173141,346.21
1471497,370.59
1455556,330.71
1305973,364.18
1456111,361.38
1311369,378.51
1084924,346.21
1075942,1946.99
1458788,1941.42
1108592,1946.47
1091948,1939.64
1028978,1946.99
1480899,1939.64
1043364,1853.0
1390783,1852.47
1083460,1853.0
1113545,1910.44
1175098,612.68
1107789,287.11
1472551,603.88
1434395,603.88
1204957,603.88
1066271,302.14
1201647,282.93
1207963,296.36
1224651,295.55
1102821,317.69
1413179,684.85
1064720,654.89
1333985,691.89
1485965,684.85
1045179,664.34
1034980,658.94
1055582,890.03
1444798,691.89
1059223,684.85
1047097,658.94
1121896,218.09
1093815,228.01
1171798,231.29
1110818,252.45
1368837,181.76
1016415,191.39
1300798,206.99
1093179,216.76
1305192,252.45
1095872,227.77
1000264,205.52
1253533,202.79
1109365,200.35
1492072,212.49
1369989,261.75
1233753,200.35
1113550,253.62
1119683,225.86
1351878,202.79
1143262,151.76
1058344,411.94
1414470,400.73
1252992,384.87
1115685,500.74
1421486,331.57
1320342,403.52
1021911,331.57
1251776,333.05
1165288,135.67
1113019,128.28
1116213,134.74
1044947,133.78
1402049,133.94
1073679,127.98
1088866,134.9
1194180,126.43
1474476,131.39
1049402,129.22
1416839,219.35
1218844,207.11
1170492,214.61
1091303,217.58
1367373,217.04
1241826,209.0
1023270,217.58
1495450,217.04
1383578,219.35
1482218,217.04
1414458,291.96
1306516,403.18
1180610,409.5
1323085,295.44
1212285,295.44
1039279,286.87
1395825,407.85
1386899,573.16
1216036,286.87
1225001,286.87
1196661,660.44
1496261,660.43
1194929,598.1
1209119,599.02
1397954,613.43
1433003,598.1
1306725,660.44
1355897,614.41
1064394,613.43
1299518,614.41
1401228,194.78
1495883,218.01
1186113,207.51
1452283,204.64
1478258,239.03
1197751,236.26
1124970,220.57
1131633,219.44
1414498,198.4
1453888,220.28
1158313,463.96
1100676,510.36
1158135,510.36
1171800,458.97
1026264,507.55
1321385,478.41
1050460,455.73
1146215,483.4
1419175,478.26
1372396,510.36
1432207,158.36
1394210,151.8
1443225,170.56
1342526,158.24
1449114,151.8
1123390,144.23
1247236,158.36
1261392,157.06
1489922,158.76
1401658,144.84
1125250,576.65
1037647,807.15
1138222,579.91
1266103,807.15
1003947,669.32
1348210,666.67
1145349,669.32
1373036,659.06
1309199,576.65
1171211,666.67
1402145,345.94
1475657,416.08
1467695,370.86
1147970,342.68
1378850,389.05
1121390,389.05
1237926,396.5
1492615,388.51
1006586,436.95
1000914,436.95
1405281,628.96
1140630,690.63
1179175,662.42
1328240,697.2
1148498,706.23
1444150,706.23
1184976,637.71
1455643,655.11
1054872,790.43
1465520,690.63
1235991,217.55
1357362,199.64
1224648,227.49
1042687,237.72
1435100,211.23
1386731,186.7
1030695,215.42
1254045,191.88
1392602,199.64
1443272,206.77
1147078,69.66
1065907,69.58
1354825,69.01
1177980,74.76
1201164,69.09
1003099,69.66
1002495,69.49
1365578,69.01
1419626,69.01
1195370,69.45
1207458,332.13
1408017,215.71
1090667,216.76
1397788,220.78
1227739,220.9
1362484,215.71
1097531,220.9
1082537,220.9
1484097,216.76
1325444,216.64
1276142,255.59
1333143,317.97
1487777,309.64
1395108,347.04
1042584,319.61
1274476,309.64
1055703,351.05
1247424,347.04
1302516,332.66
1171030,298.53
1266519,809.97
1137275,1198.84
1266254,1187.88
1125205,1187.88
1282243,809.17
1265496,1188.83
1269069,1187.88
1421700,1188.83
1095834,1187.88
1175473,1187.88
1299709,161.89
1454164,137.6
1068339,125.74
1131994,140.34
1452032,154.22
1268214,111.29
1261241,154.22
1209168,149.62
1106716,151.39
1104690,142.15
1117544,358.76
1417850,373.48
1211259,358.76
1431972,363.96
1475506,364.13
1409045,355.2
1410758,370.8
1368841,364.13
1409653,370.8
1251129,369.13
1199822,280.58
1306963,281.93
1352289,306.36
1487534,309.09
1043614,286.92
1388656,308.15
1464836,306.36
1072381,308.15
1388909,282.28
1280894,281.93
1356370,84.22
1245069,77.84
1295639,85.8
1305904,84.27
1292177,84.27
1317384,86.64
1121211,82.83
1021640,82.83
1210569,77.84
1442046,81.99
1131692,292.65
1325899,282.17
1035806,293.39
1192752,287.16
1154621,292.65
1105567,285.69
1351561,287.56
1284314,280.7
1119425,285.69
1071315,295.93
1053700,247.48
1196897,251.32
1100864,243.37
1095250,244.94
1314012,247.47
1177213,247.47
1312239,247.48
1371943,246.79
1269951,247.47
1124463,243.61
1171380,1076.12
1257945,1076.12
1164850,1045.06
1317829,1076.12
1494403,1076.12
1372964,1043.43
1028254,1076.12
1394819,1027.02
1239193,1045.06
1466747,1076.12
1460540,218.92
1109530,309.14
1140660,218.92
1015607,279.84
1039868,226.8
1179336,246.59
1156949,226.8
1416864,219.86
1229607,267.33
1488828,309.14
1243030,387.36
1342622,433.33
1474891,383.76
1107378,602.96
1120819,455.31
1195282,420.05
1335120,653.76
1377332,416.48
1318602,696.95
1106208,387.36
1496726,346.47
1040688,346.47
1359566,343.22
1322847,346.47
1419205,332.53
1376392,346.47
1471555,346.47
1157631,344.15
1446675,346.2
1171196,333.41
1353589,316.43
1083761,313.94
1017978,318.51
1204607,317.67
1179263,313.76
1287664,322.71
1101142,316.74
1259598,322.0
1403541,322.71
1101243,318.38
1235681,362.21
1473044,572.86
1165704,371.81
1327609,362.21
1382591,347.16
1258870,368.91
1340640,393.43
1165396,390.58
1460743,390.58
1210591,349.86
1428233,360.03
1094909,362.18
1332634,359.74
1226462,359.74
1022245,359.74
1082397,359.49
1136816,360.03
1478736,361.08
1468754,362.18
1392549,362.18
1268353,180.39
1295313,180.39
1086365,190.02
1072664,180.26
1271325,190.15
1468915,180.39
1396555,180.39
1082289,190.66
1471863,180.39
1288038,190.66
1009685,124.12
1103790,134.37
1081466,178.35
1067689,166.31
1320892,124.0
1425915,111.34
1265570,125.9
1117394,128.14
1131780,189.32
1242389,135.94
1214618,274.68
1364865,317.2
1133180,329.24
1008164,329.24
1166614,317.15
1204365,325.22
1426744,330.37
1145434,317.18
1302570,284.62
1158968,313.26
1104767,413.71
1331057,443.42
1203291,401.26
1325692,291.75
1200019,269.18
1101366,279.13
1410252,289.64
1412366,291.75
1491157,286.63
1445037,197.01
1332387,194.7
1146755,197.01
1125510,202.99
1468793,197.01
1474894,200.96
1246237,199.44
1468989,197.01
1264726,193.76
1023588,199.59
1119975,207.54
1296989,238.21
1256467,233.2
1478418,218.3
1141172,251.08
1237197,231.72
1215871,225.38
1015109,234.9
1173440,221.33
1115717,243.1
1112711,405.37
1374089,399.57
1118795,400.22
1140639,405.37
1083175,403.64
1492620,408.75
1175595,408.75
1381389,405.37
1252196,405.37
1125403,405.37
1353415,390.34
1460235,826.25
1445553,826.25
1447369,835.15
1028990,826.25
1184922,391.62
1153898,826.25
1198610,826.25
1079437,390.76
1472394,390.34
1448306,347.27
1419811,352.55
1265062,351.65
1425904,309.67
1125938,355.07
1202900,301.29
1095568,337.31
1300715,313.43
1376035,353.07
1247963,332.27
1242874,239.21
1077197,243.17
1127975,235.12
1230110,230.74
1166412,228.69
1066808,229.05
1470409,229.05
1342442,228.69
1139563,243.17
1003833,236.74
1119729,330.84
1178379,344.78
1168706,332.22
1171672,332.22
1432899,328.02
1268541,332.35
1006145,332.07
1441960,329.25
1183895,1153.88
1460906,1176.1
1466648,200.44
1217089,194.98
1275462,200.57
1461365,200.44
1159522,194.98
1442492,195.11
1426884,226.03
1223006,200.44
1257596,286.58
1313402,199.91
1009276,740.22
1355967,644.1
1439212,745.15
1145363,661.22
1001921,740.22
1159863,662.82
1347974,745.15
1012491,644.1
1373298,661.22
1355523,648.42
1167271,803.57
1393728,805.33
1109152,801.93
1366322,864.33
1101391,864.33
1478799,808.13
1215120,862.69
1428408,800.58
1100774,805.33
1495413,805.33
1026093,656.63
1185453,1054.77
1315380,1054.77
1413823,1061.12
1010266,1054.77
1091121,1054.77
1126295,1058.16
1322521,681.53
1345620,1064.51
1273456,1111.16
1095435,179.02
1323949,191.09
1395799,181.8
1145737,148.53
1238384,186.24
1042036,181.0
1351219,163.53
1085203,186.61
1371386,186.19
1219723,172.95
1003254,291.46
1467189,322.64
1391034,220.92
1402736,273.49
1359141,252.83
1385854,206.22
1364965,229.92
1323652,236.16
1488422,244.21
1426492,229.27
1494166,105.64
1425078,86.26
1280912,86.0
1101451,87.33
1102535,105.63
1192441,83.21
1095607,83.21
1367089,86.0
1159398,89.99
1234591,93.09
1191706,385.62
1131459,497.51
1336230,387.23
1425283,462.44
1320850,392.03
1057220,497.51
1490464,385.62
1245748,391.24
1433608,388.43
1027214,385.62
1105308,129.11
1107240,126.67
1387470,126.82
1184143,129.11
1072620,126.82
1460051,129.76
1111278,128.56
1442651,126.12
1409134,128.56
1051968,130.7
1121765,356.17
1154015,381.95
1193249,558.17
1025216,553.72
1487129,552.1
1132636,552.1
1011414,553.72
1368489,552.1
1369233,552.1
1458746,353.16
1280129,173.71
1114886,176.53
1163765,158.85
1406367,160.57
1142814,196.21
1294699,177.71
1379642,176.53
1244589,182.63
1100387,163.82
1323102,176.56
1159992,273.77
1349938,262.35
1440017,260.27
1021112,261.82
1087316,247.54
1382875,278.3
1223460,238.33
1140043,260.1
1358812,239.95
1384056,232.56
1470747,199.98
1410454,169.4
1329627,180.69
1053569,180.69
1098179,195.65
1489281,167.07
1230739,169.4
1117763,175.94
1016076,172.15
1020937,180.69
1008071,334.71
1351714,405.5
1278748,334.71
1033118,362.89
1432496,354.14
1231141,363.44
1026727,360.86
1077204,363.44
1438728,368.79
1424161,368.43
1495114,155.06
1438706,155.99
1352093,154.76
1422053,153.1
1332317,157.04
1178329,157.04
1467909,156.5
1347977,155.06
1445235,151.97
1365395,154.48
1467164,378.03
1164908,367.23
1182446,378.03
1393856,376.15
1161200,425.53
1242357,427.89
1344145,377.09
1430031,430.25
1193698,423.09
1449017,367.23
1399041,833.28
1185779,819.61
1055011,824.32
1080864,837.76
1247741,837.99
1041516,824.32
1157213,819.61
1168450,837.99
1392666,837.76
1024666,824.32
1246456,619.88
1213389,626.83
1011038,617.55
1403857,609.92
1377782,677.95
1354740,619.88
1195560,619.88
1000845,624.81
1188391,631.52
1310969,633.49
1203473,272.92
1052376,208.86
1275300,209.81
1168517,205.94
1164780,289.34
1412431,289.34
1215826,265.43
1198539,242.52
1281207,204.79
1400789,217.05
1008981,294.87
1480916,718.11
1174520,622.91
1408456,647.9
1103391,709.4
1108102,726.79
1108547,677.1
1238197,293.14
1043675,641.16
1268656,629.35
1462608,336.46
1418346,359.9
1491979,346.67
1407308,471.34
1010422,471.34
1108134,367.63
1224076,354.44
1140817,471.34
1025411,367.63
1403656,336.02
1161630,900.4
1021993,900.4
1179517,900.4
1332254,905.82
1319159,900.4
1356974,902.53
1290939,505.84
1401750,486.77
1064767,755.33
1070383,756.44
1029294,280.05
1013001,280.05
1081183,280.88
1485036,318.19
1256807,281.0
1203716,355.59
1414123,297.19
1250749,280.88
1434042,301.88
1048122,318.19
1317164,125.17
1404058,126.54
1099698,102.64
1225205,141.62
1120109,107.48
1317198,124.38
1485133,109.22
1011810,147.63
1212950,566.72
1022775,581.51
1039889,421.55
1347952,385.5
1129722,318.32
1023285,421.55
1330789,317.96
1334275,320.29
1183235,302.32
1278095,339.96
1161492,320.04
1189870,421.55
1232446,469.93
1381352,620.48
1168965,578.67
1300191,578.67
1391636,616.57
1475935,548.2
1413562,548.2
1129712,469.93
1181753,616.57
1094992,469.93
1466568,333.17
1429643,339.38
1301120,337.35
1377778,339.76
1271409,341.54
1168372,337.35
1469059,337.35
1067430,337.35
1155421,341.54
1136593,337.35
1212707,121.98
1313597,121.98
1412241,120.48
1115056,384.12
1292390,381.82
1166952,381.82
1384513,383.7
1093599,381.4
1367894,381.4
1119869,381.82
1070129,381.82
1394194,381.82
1002435,381.4
1400016,435.06
1371135,434.99
1386866,435.06
1263387,433.7
1316202,435.06
1238695,435.06
1269164,433.7
1212464,435.06
1458850,435.06
1164926,433.7
1138248,291.71
1490626,291.71
1281487,294.59
1082441,280.9
1482938,280.9
1184923,291.71
1326973,291.71
1192047,280.9
1267180,280.9
1246324,345.53
1186964,110.14
1202630,120.45
1269934,120.45
1339581,112.81
1436109,116.39
1101500,141.46
1023599,110.14
1442172,112.73
1157371,141.46
1109804,648.68
1054832,644.17
1352123,645.67
1423856,645.68
1435666,645.68
1354480,641.52
1246275,644.68
1336436,642.86
1432832,641.22
1165254,642.67
1066074,212.22
1040567,215.34
1033848,212.22
1060668,212.27
1364029,211.57
1062630,212.36
1094506,213.2
1358659,212.36
1465329,211.88
1440816,211.43
1379869,453.82
1364543,447.26
1209429,454.42
1336922,454.27
1184984,455.35
1033802,454.63
1102254,451.85
1069100,447.53
1251110,447.3
1422931,456.52
1004866,130.75
1174471,133.76
1499724,145.69
1303018,133.48
1484881,140.46
1336482,118.95
1263568,121.06
1014154,133.88
1145983,132.18
1329014,140.58
1016463,67.15
1014561,58.24
1023254,36.85
1261641,51.08
1242929,67.33
1066835,51.08
1084108,36.94
1273171,102.1
1310686,130.32
1429564,113.72
1417277,203.59
1206235,230.5
1105979,225.98
1299770,225.13
1472997,203.1
1247176,196.84
1035903,210.16
1016929,234.46
1100790,225.28
1479035,210.36
1081099,71.34
1242607,62.06
1495219,71.34
1401482,65.58
1318810,62.81
1400541,71.34
1024895,62.81
1046431,62.06
1068378,63.82
1431933,64.89
1172788,98.0
1393553,91.93
1035358,95.3
1299647,98.0
1272919,98.67
1334372,92.33
1159056,98.0
1302378,98.0
1190534,95.58
1011587,100.23
1105486,349.29
1495174,341.55
1004376,329.06
1320784,336.35
1489187,315.1
1318303,334.59
1481749,351.78
1216902,363.55
1184723,320.88
1226502,334.59
1072688,124.36
1082037,147.83
1248088,240.91
1240215,240.91
1140940,240.36
1372767,214.82
1319511,210.29
1163430,233.49
1024275,211.89
1176115,210.78
1493372,118.52
1015693,90.49
1397319,97.61
1361853,264.7
1037616,260.39
1069003,95.99
1429561,90.49
1379641,95.67
1380619,117.4
1305515,117.4
1326014,222.5
1363993,216.42
1065978,226.69
1124674,225.74
1031580,226.69
1076145,225.74
1062552,222.49
1043014,222.22
1219837,222.22
1496028,222.5
1067574,56.72
1025091,56.72
1153270,59.87
1394193,55.65
1142889,57.98
1158789,51.21
1287972,70.55
1206482,58.23
1212175,57.98
1016096,66.71
1049986,696.07
1058080,652.86
1385476,697.4
1197433,699.05
1157667,651.53
1462354,652.86
1447886,697.4
1414248,651.53
1071904,651.53
1233401,638.43
1205618,240.75
1156440,240.75
